Cliente,valorTotal,qCom,uCom,vProd,vUnCom,xProd,indTot,qCom (2),uCom (2),vProd (2),vUnCom (2),xProd (2),indTot (2),qCom (3),uCom (3),vProd (3),vUnCom (3),xProd (3),indTot (3),qCom (4),uCom (4),vProd (4),vUnCom (4),xProd (4),Scored Labels
1332,30.04,0.438,KG,30.04,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1333,35.67,0.52,KG,35.67,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1334,13.98,0.2,KG,13.98,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1335,26.2,0.382,KG,26.2,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1336,20.3,0.296,KG,20.3,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1337,20.03,0.292,KG,20.03,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1338,35.53,0.518,KG,35.53,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1339,30.04,0.438,KG,30.04,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1340,28.81,0.42,KG,28.81,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1341,47.87,0.698,KG,47.88,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1342,45.96,0.67,KG,45.96,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1343,34.98,0.51,KG,34.98,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1344,18.24,0.266,KG,18.24,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1345,46.92,0.684,KG,46.92,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1346,21.67,0.316,KG,21.67,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1347,24.01,0.35,KG,24.01,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1348,28.4,0.414,KG,28.4,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1349,43.07,0.628,KG,43.08,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1350,22.63,0.33,KG,22.63,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1351,34.43,0.502,KG,34.43,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1352,33.19,0.484,KG,33.2,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1353,12.75,0.186,KG,12.75,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1354,84.77,1.236,KG,84.78,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1355,49.94,0.728,KG,49.94,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1356,30.87,0.45,KG,30.87,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1357,28.26,0.412,KG,28.26,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1358,33.75,0.492,KG,33.75,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1359,53.36,0.778,KG,53.37,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1360,59.26,0.864,KG,59.27,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1361,20.99,0.306,KG,20.99,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1362,27.44,0.4,KG,27.44,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1363,35.26,0.514,KG,35.26,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1364,30.87,0.45,KG,30.87,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1365,31.14,0.454,KG,31.14,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1366,35.26,0.514,KG,35.26,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1367,25.93,0.378,KG,25.93,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1368,18.11,0.264,KG,18.11,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1369,50.2,0.732,KG,50.21,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1370,21.12,0.308,KG,21.12,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1371,29.63,0.432,KG,29.63,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1372,19.07,0.278,KG,19.07,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1373,36.62,0.534,KG,36.63,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1374,41.29,0.602,KG,41.29,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1375,36.08,0.526,KG,36.08,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1376,39.92,0.582,KG,39.92,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1377,30.73,0.448,KG,30.73,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1378,31.83,0.464,KG,31.83,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1379,35.53,0.518,KG,35.53,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1380,28.67,0.418,KG,28.67,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1381,38.41,0.56,KG,38.41,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1382,18.79,0.274,KG,18.79,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1383,40.88,0.596,KG,40.88,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1384,48.15,0.702,KG,48.15,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1385,36.08,0.526,KG,36.08,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1386,23.04,0.336,KG,23.04,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1387,25.38,0.37,KG,25.38,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1388,67.9,0.99,KG,67.91,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1389,57.07,0.832,KG,57.07,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1390,30.45,0.444,KG,30.45,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1391,13.58,0.198,KG,13.58,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1392,30.45,0.444,KG,30.45,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1393,32.79,0.478,KG,32.79,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1394,27.29,0.398,KG,27.3,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1395,27.02,0.394,KG,27.02,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1396,37.03,0.54,KG,37.04,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1397,33.6,0.49,KG,33.61,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1398,56.66,0.826,KG,56.66,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1399,57.19,0.834,KG,57.21,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1400,38.41,0.56,KG,38.41,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1401,45.54,0.664,KG,45.55,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1402,28.26,0.412,KG,28.26,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1403,30.59,0.446,KG,30.59,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1404,34.56,0.5,KG,34.56,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1405,48.15,0.7,KG,48.15,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1406,35.81,0.52,KG,35.81,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1407,23.73,0.346,KG,23.73,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1408,27.71,0.404,KG,27.71,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1409,9.74,0.142,KG,9.74,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1410,12.07,0.176,KG,12.07,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1411,26.75,0.39,KG,26.75,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1412,25.93,0.378,KG,25.93,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1413,21.54,0.314,KG,21.54,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1414,33.61,0.49,KG,33.61,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1415,21.4,0.312,KG,21.4,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1416,52.4,0.764,KG,52.41,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1417,24.69,0.36,KG,24.69,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1418,36.08,0.526,KG,36.08,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1419,31.14,0.454,KG,31.14,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1420,15.77,0.23,KG,15.77,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1421,19.34,0.282,KG,19.34,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1422,20.58,0.3,KG,20.58,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1423,44.85,0.654,KG,44.86,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1424,83.4,1.216,KG,83.41,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1425,24.82,0.362,KG,24.83,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1426,47.32,0.69,KG,47.33,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1427,37.86,0.552,KG,37.86,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1428,72.16,1.052,KG,72.16,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1429,34.16,0.498,KG,34.16,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1430,60.21,0.878,KG,60.23,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1431,17.28,0.252,KG,17.28,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1432,48.56,0.708,KG,48.56,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1433,28.12,0.41,KG,28.12,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1434,30.87,0.45,KG,30.87,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1435,19.61,0.286,KG,19.61,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1436,29.77,0.434,KG,29.77,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1437,21.26,0.31,KG,21.26,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1438,58.57,0.854,KG,58.58,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1439,12.75,0.186,KG,12.75,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1440,62.83,0.916,KG,62.83,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1441,13.17,0.192,KG,13.17,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1442,33.06,0.482,KG,33.06,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1443,19.89,0.29,KG,19.89,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1444,37.18,0.542,KG,37.18,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1445,39.23,0.572,KG,39.23,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1446,44.17,0.644,KG,44.17,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1447,32.79,0.478,KG,32.79,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1448,28.53,0.416,KG,28.53,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1449,40.33,0.588,KG,40.33,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1450,38.96,0.568,KG,38.96,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1451,24.14,0.352,KG,24.14,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1452,20.43,0.298,KG,20.44,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1453,18.11,0.264,KG,18.11,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1454,34.15,0.498,KG,34.16,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1455,25.65,0.374,KG,25.65,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1456,28.4,0.414,KG,28.4,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1457,34.98,0.51,KG,34.98,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1458,22.77,0.332,KG,22.77,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1459,11.52,0.168,KG,11.52,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1460,21.54,0.314,KG,21.54,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1461,54.73,0.798,KG,54.74,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1462,20.3,0.296,KG,20.3,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1463,21.4,0.312,KG,21.4,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1464,23.18,0.338,KG,23.18,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1465,38.13,0.556,KG,38.14,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1466,19.61,0.286,KG,19.61,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1467,23.18,0.338,KG,23.18,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1468,46.5,0.678,KG,46.51,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1469,22.63,0.33,KG,22.63,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1470,21.12,0.308,KG,21.12,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1471,28.67,0.418,KG,28.67,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1472,71.88,1.048,KG,71.89,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1473,21.4,0.312,KG,21.4,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1474,23.32,0.34,KG,23.32,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1475,44.86,0.654,KG,44.86,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1476,33.47,0.488,KG,33.47,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1477,19.89,0.29,KG,19.89,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1478,29.08,0.424,KG,29.08,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1479,28.26,0.412,KG,28.26,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1480,17.69,0.258,KG,17.69,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1481,25.52,0.37,KG,25.52,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1482,39.92,0.582,KG,39.92,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1483,22.63,0.33,KG,22.63,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1484,49.52,0.722,KG,49.52,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1485,25.24,0.368,KG,25.24,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1486,15.64,0.228,KG,15.64,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1487,16.05,0.234,KG,16.05,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1488,35.26,0.514,KG,35.26,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1489,37.04,0.54,KG,37.04,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1490,20.71,0.302,KG,20.71,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1491,18.38,0.268,KG,18.38,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1492,29.77,0.434,KG,29.77,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1493,34.56,0.5,KG,34.56,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1494,34.02,0.496,KG,34.02,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1495,75.44,1.1,KG,75.46,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1496,19.2,0.28,KG,19.2,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1497,24.83,0.362,KG,24.83,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1498,18.93,0.276,KG,18.93,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1499,21.12,0.308,KG,21.12,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1500,30.45,0.444,KG,30.45,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1501,25.24,0.368,KG,25.24,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1502,26.34,0.384,KG,26.34,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1503,26.61,0.388,KG,26.61,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1504,31.28,0.456,KG,31.28,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1505,27.02,0.394,KG,27.02,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1506,42.8,0.624,KG,42.8,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1507,57.07,0.832,KG,57.07,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1508,40.73,0.59,KG,40.74,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1509,33.75,0.492,KG,33.75,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1510,22.5,0.328,KG,22.5,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1511,48.69,0.71,KG,48.7,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1512,16.6,0.242,KG,16.6,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1513,35.8,0.522,KG,35.8,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1514,39.64,0.578,KG,39.65,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1515,35.94,0.524,KG,35.94,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1516,27.85,0.406,KG,27.85,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1517,42.8,0.62,KG,42.8,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1518,34.29,0.5,KG,34.3,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1519,31.83,0.464,KG,31.83,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1520,38.07,0.55,KG,38.07,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1521,43.35,0.632,KG,43.35,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1522,17.97,0.262,KG,17.97,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1523,35.94,0.524,KG,35.94,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1524,47.19,0.688,KG,47.19,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1525,29.49,0.43,KG,29.49,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1526,22.77,0.332,KG,22.77,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1527,31.28,0.456,KG,31.28,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1528,51.86,0.756,KG,51.86,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1529,15.77,0.23,KG,15.77,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1530,31,0.452,KG,31,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1531,11.93,0.174,KG,11.93,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1532,23.32,0.34,KG,23.32,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1533,27.85,0.406,KG,27.85,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1534,45.27,0.66,KG,45.27,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1535,37.04,0.54,KG,37.04,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1536,25.38,0.37,KG,25.38,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1537,41.98,0.612,KG,41.98,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1538,21.54,0.314,KG,21.54,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1539,36.35,0.53,KG,36.35,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1540,60.5,0.88,KG,60.5,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1541,18.24,0.266,KG,18.24,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1542,25.65,0.374,KG,25.65,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1543,19.89,0.29,KG,19.89,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1544,21.12,0.308,KG,21.12,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1545,27.57,0.402,KG,27.57,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1546,33.88,0.494,KG,33.88,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1547,20.29,0.296,KG,20.3,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1548,23.46,0.342,KG,23.46,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1549,28.53,0.416,KG,28.53,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1550,47.04,0.686,KG,47.05,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1551,36.08,0.526,KG,36.08,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1552,43.35,0.632,KG,43.35,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1553,27.3,0.398,KG,27.3,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1554,32.79,0.478,KG,32.79,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1555,48.76,0.71,KG,48.77,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1556,87.66,1.278,KG,87.67,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1557,21.4,0.312,KG,21.4,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1558,21.4,0.312,KG,21.4,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1559,19.07,0.278,KG,19.07,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1560,43.48,0.634,KG,43.49,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1561,22.63,0.33,KG,22.63,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1562,19.61,0.286,KG,19.61,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1563,20.99,0.306,KG,20.99,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1564,14.81,0.216,KG,14.81,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1565,31.83,0.464,KG,31.83,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1566,40.88,0.596,KG,40.88,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1567,27.16,0.396,KG,27.16,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1568,20.71,0.302,KG,20.71,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1569,73.78,1.076,KG,73.81,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1570,24.01,0.35,KG,24.01,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1571,26.61,0.388,KG,26.61,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1572,13.72,0.2,KG,13.72,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1573,30.45,0.444,KG,30.45,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1574,68.18,0.994,KG,68.18,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1575,77.92,1.136,KG,77.92,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1576,34.98,0.51,KG,34.98,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1577,41.29,0.602,KG,41.29,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1578,41.02,0.598,KG,41.02,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1579,17.97,0.262,KG,17.97,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1580,79.29,1.156,KG,79.3,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1581,32.23,0.47,KG,32.24,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1582,30.04,0.438,KG,30.04,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1583,47.19,0.688,KG,47.19,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1584,29.08,0.424,KG,29.08,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1585,31.28,0.456,KG,31.28,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1586,26.47,0.386,KG,26.47,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1587,21.54,0.314,KG,21.54,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1588,22.91,0.334,KG,22.91,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1589,29.08,0.424,KG,29.08,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1590,29.49,0.43,KG,29.49,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1591,23.18,0.338,KG,23.18,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
1592,26.06,0.38,KG,26.06,68.6,BUFFET,,,"",,,"",,,"",,,"",,,"",,,"",
